OBJECTID,RoadName,RoadID,SectionID,RoadIDSect,LocationBe,LocationEn,PMBeg,PMEnd,SurfaceTyp,Lanes,Length,Width,Area,PCI_Inspec,PCI_Insp_1,PCI_Curren,Functional,Quadrant,Supervisor,RoadYard,Constructi,Construc_1
1285,LAU LN,58038,1000,58038 - 1000,END,END,10,10.18,A,2,950,14,13300,26,2015/04/26,22,7 - Local,SE,2nd District,COT,1983/01/01,1983/01/01,
1816,PARK ROW,76006,1000,76006 - 1000,WARM SPRINGS RD,GRISWOLD AVE,10,10.08,A,2,422,23,9706,77,2015/06/10,75,7 - Local,SE,1st District,SON,1979/01/01,1979/01/01,
1936,RAINSHINE CT,57078,1000,57078 - 1000,OLD REDWOOD HWY N,END,10,10.11,A,2,575,32,18400,69,2015/04/26,67,7 - Local,SE,2nd District,COT,1995/01/01,1995/01/01,
1899,POPLAR AVE,56099,2000,56099 - 2000,ORCHARD AVE,BOYES BLVD,20,20.13,A,2,686,19,13034,6,2015/05/22,1,7 - Local,SE,1st District,SON,1967/01/01,1967/01/01,
1719,ODONNELL LN,66048,1000,66048 - 1000,END,ARNOLD DR,10,10.33,A,2,1742,16,27872,29,2015/04/17,25,7 - Local,SE,1st District,SON,1988/01/01,1988/01/01,
2201,SOLANO AVE,56022,1079,56022 - 1079,ARNOLD DR,RIVERSIDE DR,10.79,11.26,A,2,2482,22,54604,20,2015/05/22,16,7 - Local,SE,1st District,SON,1988/01/01,1988/01/01,
1595,MONTEREY AVE,56074,1000,56074 - 1000,HIGHLANDS BLVD,HWY 12,10,10.09,A,2,475,20,9500,96,2015/05/29,92,7 - Local,SE,1st District,SON,1964/01/01,1964/01/01,
1439,MALAGA ST,56252,1000,56252 - 1000,END,BARCELONA DR,10,10.02,A,2,180,32,5760,39,2015/05/29,36,7 - Local,SE,1st District,SON,1997/01/01,1997/01/01,
2126,SCHUMANN CT,56223,1000,56223 - 1000,RAILROAD AVE,END,10,10.07,A,2,370,35,12950,30,2015/05/31,27,7 - Local,SE,1st District,SON,1980/01/01,1980/01/01,
1379,LOS BANOS DR,56136,1000,56136 - 1000,BOYES BLVD,END,10,10.07,A,2,370,42,15540,4,2015/05/22,0,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
2060,RONSHEIMER RD,57048,1000,57048 - 1000,OLD REDWOOD HWY,END,10,10.08,A,2,422,16,6752,77,2015/04/26,75,7 - Local,SE,2nd District,COT,1983/01/01,1983/01/01,
2107,SANTA ROSA AVE,7802,1107,7802 - 1107,TODD ROAD,EAST ROBLES AVE,11.07,11.58,A,2,2693,76,204668,68,2015/03/30,65,4 - Minor Arterial,SE,3rd District,COT,1954/01/01,1954/01/01,
1381,LOS GUILICOS,76008,2000,76008 - 2000,RANDOLPH AVE,WARM SPRINGS RD,20,20.41,A,2,2165,22,47630,54,2015/04/17,51,7 - Local,SE,1st District,SON,1990/01/01,1990/01/01,
1949,RECLAMATION RD,36001,1000,36001 - 1000,ACCESS GATE,370 FT NORTH OF ACCESS GATE,10.58,10.65,A,2,370,26,9620,25,2015/06/10,21,7 - Local,SE,2nd District,COT,1981/01/01,1981/01/01,
1262,LAKEVILLE RD,3601,1499,3601 - 1499,OLD LAKEVILLE RD 2 (SOUTH END),CANNON LN,14.99,15.68,O,2,3643,32,116576,92,2015/02/23,90,4 - Minor Arterial,SE,2nd District,COT,2013/09/03,1980/02/07,
1841,PERTH AVE,67018,1000,67018 - 1000,INVERNESS AVE,END,10,10.13,A,2,686,21,14406,22,2015/05/18,18,7 - Local,SE,1st District,COT,1967/01/01,1967/01/01,
1926,RAILROAD AVE,56047,3000,56047 - 3000,VERANO AVE,CRAIG AVE,30,30.35,A,2,1848,36,66528,53,2015/05/22,48,5 - Major Collector,SE,1st District,SON,1966/01/01,1966/01/01,
1849,PETALUMA HILL RD,5710B,1096,5710B - 1096,FORMSCHLAG LN,EAST RAILROAD AVE,10.96,11.46,O,2,2640,44,116160,90,2015/04/26,88,5 - Major Collector,SE,2nd District,COT,2013/09/03,1979/02/01,
1507,MEADOWLARK LN,45001,1000,45001 - 1000,END,STATE HIGHWAY 121,10,10.69,A,2,3643,22,80146,50,2015/05/18,47,7 - Local,SE,1st District,SON,1988/01/01,1988/01/01,
1665,NORRBOM RD,55049,1109,55049 - 1109,HIGH RD,(2ND) CATTLE GUARD,11.09,11.91,A,2,4330,12,51960,20,2015/05/28,16,7 - Local,SE,1st District,SON,1968/01/01,1968/01/01,
2328,SUNNYSIDE AVE,66019,1000,66019 - 1000,HWY 12,KEATON AVE,10,10.2,A,2,1056,8,8448,80,2015/05/22,78,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
1524,MEREDITH CT,56200,1000,56200 - 1000,END,ROBIN AVE,10,10.03,A,2,158,56,8848,26,2015/05/29,22,7 - Local,SE,1st District,SON,1977/01/01,1977/01/01,
1431,MAIN ST,56043,5000,56043 - 5000,VERANO AVE,END,50,50.1,A,2,528,34,17952,66,2015/05/29,64,7 - Local,SE,1st District,SON,1987/01/01,1987/01/01,
2095,SAN SIMEON DR,56138,1000,56138 - 1000,EL DORADO DR,END,10,10.02,A,2,106,35,3710,42,2015/05/22,39,7 - Local,SE,1st District,SON,1955/01/01,1955/01/01,
1355,LOMITA AVE,56057,1000,56057 - 1000,HWY 12,ERNEST DR,10,10.34,A,2,1795,23,41285,12,2015/05/22,8,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
1948,RAYMONDE WAY,77027,1000,77027 - 1000,MT. TAYLOR DR,END,10,10.16,A,2,813,19,15447,4,2015/05/22,0,7 - Local,SE,1st District,COT,1966/01/01,1966/01/01,
1201,KEISER RD,66062,1000,66062 - 1000,END,BRISTOL RD,10,10.31,A,2,1637,10,16370,33,2015/05/18,30,7 - Local,SE,1st District,SON,1967/01/01,1967/01/01,
1840,PERRACA RD,67014,1000,67014 - 1000,GRANGE RD,END,10,10.42,A,2,2218,16,35488,26,2015/05/18,22,7 - Local,SE,1st District,COT,1975/01/01,1975/01/01,
2502,VIA COLUMBARD,56215,0934,56215 - 0934,END (50&apos; S/O TEMELEC DR),DAHLIA DR,9.34,9.78,A,2,2323,40,92920,32,2015/05/28,28,7 - Local,SE,1st District,SON,1988/01/01,1988/01/01,
2449,UNNAMED (TEMELEC),56180,1000,56180 - 1000,TEMELEC CIRCLE,END,10,10.05,A,2,264,32,8448,14,2015/05/28,10,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2556,WATERMAN AVE,66002,1000,66002 - 1000,HWY 12,HIGHLANDS BLVD,10,10.11,A,2,581,20,11620,25,2015/05/29,21,7 - Local,SE,1st District,SON,1964/01/01,1964/01/01,
2419,TRINITY RD,66057,968,66057 - 968,DUNBAR RD,HWY 12,9.68,10,A,2,1690,15,25350,31,2015/03/30,27,7 - Local,SE,1st District,SON,1986/01/01,1986/01/01,
2504,VIA COLUMBARD,56215,0999,56215 - 0999,AVENIDA SEBASTIANI,MISSION DR,9.99,10.05,A,2,317,50,15850,40,2015/05/28,37,7 - Local,SE,1st District,SON,1981/01/01,1981/01/01,
2403,TOY LN,56116,1000,56116 - 1000,CRAIG AVE,RAILROAD AVE,10,10.18,A,2,780,12,9360,40,2015/05/31,37,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
2497,VERANO AVE,56017,1105,56017 - 1105,MAIN ST,HWY 12,11.05,11.12,O,4,370,61,22570,47,2015/04/07,43,5 - Major Collector,SE,1st District,SON,1987/01/01,1987/01/01,
2416,TRINITY RD,6603,1000,6603 - 1000,HWY 12,MANZANITA LN,10,12.08,A,2,10982,24,263568,38,2015/03/30,32,6 - Minor Collector,SE,1st District,SON,1975/01/01,1975/01/01,
2690,WOODWARD AVE,57056,1000,57056 - 1000,MAIN ST,ADOBE RD,10,10.38,A,2,2006,25,50150,67,2015/06/16,65,7 - Local,SE,2nd District,COT,1988/01/01,1988/01/01,
2627,WHITE OAK CT,56148,1000,56148 - 1000,WHITE OAK DR,END,10,10.09,A,2,475,22,10450,31,2015/05/28,28,7 - Local,SE,1st District,SON,1962/01/01,1962/01/01,
2506,VIEWCREST DR,56155,1000,56155 - 1000,END,GROVE ST,10,10.16,A,2,845,22,18590,41,2015/05/28,38,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
2417,TRINITY RD,6603,1208,6603 - 1208,MANZANITA LANE,CAVEDALE RD,12.08,13.05,A,2,5122,23,117806,33,2015/03/30,26,6 - Minor Collector,SE,1st District,SON,1975/01/01,1975/01/01,
2691,WOODWARD CT,57074,1000,57074 - 1000,WOODWARD AVE,END,10,10.04,A,2,211,32,6752,36,2015/04/26,33,7 - Local,SE,2nd District,COT,1997/01/01,1997/01/01,
2498,VERANO AVE,56017,1112,56017 - 1112,HWY 12,LOMITA AVE,11.12,11.21,A,2,475,43,20425,38,2015/04/07,32,5 - Major Collector,SE,1st District,SON,1982/01/01,1982/01/01,
2548,WARM SPRINGS RD,6602,1393,6602 - 1393,LAWNDALE RD,MOUND AVE,13.93,14.65,A,2,3802,29,110258,37,2015/03/27,30,6 - Minor Collector,SE,1st District,SON,1972/01/01,1972/01/01,
2381,THORNSBERRY RD,55043,1000,55043 - 1000,END,LOVALL VALLEY RD,10,11.13,A,2,5966,14,83524,14,2015/05/28,10,7 - Local,SE,1st District,SON,1982/01/01,1982/01/01,
2640,WILLIAMS RD,66046,1000,66046 - 1000,END,LONDON RANCH RD,10,10.26,A,2,1373,18,24714,41,2015/04/17,38,7 - Local,SE,1st District,SON,1970/04/13,1970/04/13,
2494,VERANO AVE,56017,1000,56017 - 1000,OLIVE AVE,ARNOLD DR,10,10.19,A,2,1003,21,21063,20,2015/06/10,16,7 - Local,SE,1st District,SON,1967/01/14,1967/01/14,
2379,THOMSON AVE,56063,1000,56063 - 1000,HWY 12,END,10,10.39,A,2,2059,21,43239,22,2015/05/22,18,7 - Local,SE,1st District,SON,1964/01/01,1964/01/01,
2459,UNNAMED (VERANO AVE),56257,1000,56257 - 1000,VERANO AVE,OLD MAPLE AVE,10,10.02,A,2,105,24,2520,22,2015/06/10,18,7 - Local,SE,1st District,SON,2007/01/01,2007/01/01,
2636,WILDWOOD LN,56168,1000,56168 - 1000,PROSPECT DR,END,10,10.11,A,2,581,22,12782,40,2015/05/28,37,7 - Local,SE,1st District,SON,1968/01/01,1968/01/01,
2555,WATER RD,68004,1000,68004 - 1000,END,COTATI CITY LIMITS,10,10.14,A,2,739,22,16258,33,2015/06/10,30,7 - Local,SE,2nd District,COT,1984/01/01,1984/01/01,
2448,UNNAMED (TEMELEC),56179,1000,56179 - 1000,END,END,10,10.11,A,2,581,32,18592,30,2015/05/28,26,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2700,WYATT RD,56030,1000,56030 - 1000,END,GROVE ST,10,10.23,A,2,1214,17,20638,26,2015/06/10,22,7 - Local,SE,1st District,SON,1988/10/20,1988/10/20,
2542,WALNUT AVE,56034,1024,56034 - 1024,BAY ST,RIVERSIDE DR,10.24,10.45,A,2,1108,23,25484,18,2015/05/22,14,7 - Local,SE,1st District,SON,1988/01/01,1988/01/01,
2529,WAGNER RD,45004,1000,45004 - 1000,HWY 121,WAGNER RD,10,10.12,A,2,634,12,7608,54,2015/05/28,52,7 - Local,SE,1st District,SON,1986/01/01,1986/01/01,
2456,UNNAMED (TEMELEC),56187,1000,56187 - 1000,END,END,10,10.08,A,2,422,32,13504,32,2015/05/28,29,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2559,WATMAUGH RD,5504,1000,5504 - 1000,HWY 116,ARNOLD DR,10,10.93,A,2,4910,25,122750,37,2015/02/11,30,6 - Minor Collector,SE,1st District,SON,1971/02/08,1971/02/08,
2487,VALLEY VIEW DR,77030,1000,77030 - 1000,HOLLAND DR (WEST END),HOLLAND DR (EAST END),10,10.34,A,2,1795,18,32310,46,2015/05/31,43,7 - Local,SE,1st District,COT,1964/01/01,1964/01/01,
2432,UNNAMED (FOWLER CREEK),56021B,2000,56021B - 2000,FOWLER CREEK RD,END,20,20.09,A,2,475,19,9025,0,0000/00/00,0,,SE,1st District,SON,1980/01/01,1980/01/01,
2447,UNNAMED (TEMELEC),56178,1000,56178 - 1000,END,END,10,10.11,A,2,581,32,18592,31,2015/05/28,28,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2597,WEST THOMSON AVE,56062,1000,56062 - 1000,END,HWY 12,10,10.27,A,2,1426,32,45632,32,2015/05/22,29,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
2492,VENADO CT,67015,1000,67015 - 1000,END,ALTA MONTE DR,10,10.09,A,2,475,26,12350,16,2015/06/10,12,7 - Local,SE,1st District,COT,1967/01/01,1967/01/01,
2470,VAILETTI DR,66023,1021,66023 - 1021,VAILETTI RD / LAKE ST,STATE HWY 12,10.148,10.36,A,2,1119,32,35808,60,2015/05/22,58,7 - Local,SE,1st District,SON,1997/01/01,1997/01/01,
2560,WATMAUGH RD,5504,1092,5504 - 1092,ARNOLD DR,HWY 12,10.93,12.19,A,2,6494,24,155856,18,2015/02/11,9,5 - Major Collector,SE,1st District,SON,1986/08/31,1986/08/31,
2543,WALNUT AVE,56035,1009,56035 - 1009,HICKORY ST,BAY ST,10.09,10.24,A,2,686,27,185436,31,2015/05/22,27,7 - Local,SE,1st District,SON,1988/01/01,1988/01/01,
2451,UNNAMED (TEMELEC),56182,1000,56182 - 1000,TEMELEC CIRCLE,END,10,10.05,A,2,264,32,8448,25,2015/05/28,21,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2679,WOOD VALLEY RD,55042,1000,55042 - 1000,END,LOVALL VALLEY RD,10,11.08,A,2,5702,22,125444,32,2015/05/28,29,7 - Local,SE,1st District,SON,1973/01/01,1973/01/01,
2454,UNNAMED (TEMELEC),56185,1000,56185 - 1000,TEMELEC CIRCLE,END,10,10.07,A,2,370,32,11840,34,2015/05/28,31,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2547,WARM SPRINGS RD,6602,1240,6602 - 1240,BENNET VALLEY RD,LAWNDALE RD,12.4,13.93,A,2,8078,22,177716,40,2015/03/27,34,6 - Minor Collector,SE,1st District,SON,1964/01/01,1964/01/01,
2453,UNNAMED (TEMELEC),56184,1000,56184 - 1000,TEMELEC CIRCLE,END,10,10.06,A,2,317,32,10144,28,2015/05/28,24,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2705,ZINNIA CT,56222,1000,56222 - 1000,VIA COLUMBARD,END,10,10.11,A,2,581,36,20916,32,2015/05/28,29,7 - Local,SE,1st District,SON,1986/01/01,1986/01/01,
2544,WALNUT AVE,56036,1000,56036 - 1000,ARNOLD DR,HICKORY ST,10,10.09,A,2,475,18,8550,14,2015/05/22,10,7 - Local,SE,1st District,SON,1988/01/01,1988/01/01,
2422,TURKEY RD,45002,1000,45002 - 1000,END,MEADOWLARK LN,10,10.23,A,2,1000,17,17000,30,2015/06/15,27,7 - Local,SE,1st District,SON,1968/01/01,1968/01/01,
2549,WARM SPRINGS RD,6602,1465,6602 - 1465,MOUND AVE,HWY 12,14.65,15.14,A,2,2546,29,73834,38,2015/03/27,33,4 - Minor Arterial,SE,1st District,SON,1996/09/15,1958/01/15,
2582,WEST RAILROAD AVE,58033B,1039,58033B - 1039,HWY 101,POPLAR AVE,10.39,10.78,A,2,2059,30,61770,40,2015/04/26,34,6 - Minor Collector,SE,2nd District,COT,1957/01/01,1957/01/01,
2545,WARM SPRINGS RD,6602,1000,6602 - 1000,ARNOLD DR,SONOMA MOUNTAIN RD,10,11.21,A,2,6389,23,146947,50,2015/03/27,45,5 - Major Collector,SE,1st District,SON,1984/01/01,1984/01/01,
2404,TREEHAVEN CT,76030,2000,76030 - 2000,TREEHAVEN LN,END,20,20.1,A,2,528,22,11616,55,2015/04/09,52,7 - Local,SE,1st District,SON,1976/01/01,1976/01/01,
2499,VERANO AVE,56017,1121,56017 - 1121,LOMITA AVE,ENTR SON CITY LIMITS,11.21,11.47,A,2,792,36,28512,67,2015/04/07,64,4 - Minor Arterial,SE,1st District,SON,1996/07/01,1969/08/28,
2460,UNNAMED (W RAILROAD AVE),58043,1000,58043 - 1000,END (GATE),WEST RAILROAD AVE,10,10.15,A,1,790,20,15800,57,2015/06/10,55,7 - Local,SE,2nd District,COT,1990/01/01,1990/01/01,
2398,TODD RD,6807B,2000,6807B - 2000,SANTA ROSA AVE,END,20,20.47,A,2,2482,35,86870,24,2015/04/26,20,7 - Local,SE,3rd District,COT,1996/06/30,1996/06/30,
2652,WILLOW ST,56044,1000,56044 - 1000,RIVERSIDE DR,VERANO AVE,10,10.11,A,2,615,20,12300,43,2015/05/22,40,7 - Local,SE,1st District,SON,1982/01/01,1982/01/01,
2501,VERDE VISTA DR,77034,2000,77034 - 2000,HOLLAND DR,VALLEY VIEW DR,20,20.37,A,2,1954,19,37126,39,2015/05/22,36,7 - Local,SE,1st District,COT,1964/01/01,1964/01/01,
2369,THIRD AVE,56085,1000,56085 - 1000,THOMSON AVE,MALDONADO AVE,10,10.08,A,2,422,22,9284,15,2015/05/22,11,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
2563,WELZEL LN,55054,1000,55054 - 1000,BURNDALE RD,NAPA RD,10,10.17,A,2,898,32,28736,29,2015/05/28,25,7 - Local,SE,1st District,SON,1997/01/01,1997/01/01,
2496,VERANO AVE,56017,1074,56017 - 1074,END BRIDGE 20C-008,MAIN ST,10.74,11.05,O,2,1637,37,60569,38,2015/04/07,34,5 - Major Collector,SE,1st District,SON,2010/04/29,1987/01/01,
2495,VERANO AVE,56017,1019,56017 - 1019,ARNOLD DR,SONOMA CREEK BRIDGE 20C-008,10.19,10.74,A,2,2904,36,104544,42,2015/04/07,36,5 - Major Collector,SE,1st District,SON,1997/07/01,1971/07/30,
2457,UNNAMED (TEMELEC),56188,1000,56188 - 1000,END,END,10,10.08,A,2,422,32,13504,31,2015/05/28,28,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2688,WOODSIDE CT,66098,1000,66098 - 1000,MADRONE RD,END,10,10.12,A,2,634,20,12680,61,2015/05/29,59,7 - Local,SE,1st District,SON,1979/01/01,1929/01/29,
2474,VALLEJO AVE,56072,1000,56072 - 1000,HWY 12,THOMSON AVE,10,10.37,A,2,1954,21,41034,24,2015/05/22,20,7 - Local,SE,1st District,SON,1964/01/01,1964/01/01,
2397,TODD RD,6807A,1492,6807A - 1492,HWY 101,SANTA ROSA AVE,14.87,15.02,A,2,792,76,60192,74,2015/04/26,72,7 - Local,SE,3rd District,COT,1996/07/01,1996/06/30,
2418,TRINITY RD,6603,1305,6603 - 1305,CAVEDALE RD,NAPA COUNTY LINE,13.05,14.75,A,2,8976,21,188496,35,2015/03/30,28,6 - Minor Collector,SE,1st District,SON,1975/01/01,1975/01/01,
2602,WESTGATE LN,57046,1000,57046 - 1000,END,ELYSIAN AVE,10,10.27,A,2,1426,14,19964,60,2015/04/26,58,7 - Local,SE,2nd District,COT,1984/01/01,1984/01/01,
2528,WAGNER LN,57037,2000,57037 - 2000,END,ADOBE RD,20,20.22,A,2,1162,17,19754,20,2015/04/26,16,7 - Local,SE,2nd District,COT,1985/01/01,1985/01/01,
2450,UNNAMED (TEMELEC),56181,1000,56181 - 1000,TEMELEC CIRCLE,END,10,10.07,A,2,370,32,11840,29,2015/05/28,25,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2583,WEST RAILROAD AVE,58033B,1078,58033B - 1078,POPLAR AVE,OLD REDWOOD HWY N,10.78,11.47,A,2,3643,22,80146,35,2015/04/26,29,5 - Major Collector,SE,2nd District,COT,1983/05/30,1983/05/30,
2527,WAGELE DR,56214,1000,56214 - 1000,PARK TREE LN,JAMI LEE LN,10,10.09,A,2,475,35,16625,47,2015/05/31,44,7 - Local,SE,1st District,SON,1979/01/01,1979/01/01,
2458,UNNAMED (TEMELEC),56189,1000,56189 - 1000,TEMELEC CIRCLE,END,10,10.04,A,2,211,32,6752,35,2015/05/28,32,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2643,WILLOW AVE,68094,1047,68094 - 1047,EAST RAILROAD AVE,END,10.47,10.83,A,2,1901,25,47525,45,2015/04/26,39,5 - Major Collector,SE,2nd District,COT,1974/01/01,1974/01/01,
2500,VERDE VISTA DR,56076,1000,56076 - 1000,CALLE DEL MONTE,CENTRAL AVE,10,10.12,A,2,634,13,8242,66,2015/05/22,64,7 - Local,SE,1st District,SON,1979/01/01,1979/01/01,
2530,WAGNER RD,45005,1012,45005 - 1012,WAGNER RD,END,10.12,10.26,A,2,739,10,7390,20,2015/05/28,16,7 - Local,SE,1st District,SON,1983/01/01,1983/01/01,
2455,UNNAMED (TEMELEC),56186,1000,56186 - 1000,END,END,10,10.09,A,2,475,32,15200,31,2015/05/28,28,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2680,WOODLAND AVE,66010,1000,66010 - 1000,HILLCREST AVE,CRAGMONT DR,10,10.04,A,2,211,27,5697,19,2015/05/29,15,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
2471,VAILETTI RD,66027,1000,66027 - 1000,END,LAKE ST,10,10.148,A,2,781,29,22649,73,2015/05/22,71,7 - Local,SE,1st District,SON,1967/01/01,1967/01/01,
2642,WILLOW AVE,68094,1000,68094 - 1000,END,EAST RAILROAD AVE,10,10.47,A,2,2482,17,42194,24,2015/04/26,20,7 - Local,SE,2nd District,COT,1983/01/01,1983/01/01,
2446,UNNAMED (TEMELEC),56177,1000,56177 - 1000,END,END,10,10.13,A,2,686,31,21266,29,2015/05/28,25,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2546,WARM SPRINGS RD,6602,1121,6602 - 1121,SONOMA MT RD,BENNET VALLEY RD,11.21,12.4,A,2,6283,22,138226,47,2015/03/27,42,5 - Major Collector,SE,1st District,SON,1988/01/01,1986/12/31,
2452,UNNAMED (TEMELEC),56183,1000,56183 - 1000,TEMELEC CIRCLE,END,10,10.05,A,2,264,32,8448,34,2015/05/28,31,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2550,WARRINGTON RD,67007,1000,67007 - 1000,PETALUMA HILL RD,END,10,11.67,A,2,8818,13,114634,14,2015/04/26,2,7 - Local,SE,3rd District,COT,1966/01/01,1966/01/01,
2377,THOMAS ST,66104,1000,66104 - 1000,BARRICADE,MARTY STREET,10,10.08,A,2,422,32,13504,23,2015/05/31,19,7 - Local,SE,1st District,SON,1989/01/01,1989/01/01,
2516,VINEYARD CIRCLE,56174,1000,56174 - 1000,VINEYARD CIRCLE,MISSION DR,10,10.29,A,2,1531,33,50523,34,2015/05/28,31,7 - Local,SE,1st District,SON,1970/01/01,1970/01/01,
2438,UNNAMED (PINE AVE),56096,1000,56096 - 1000,BOYES BLVD,PINE AVE,10,10.07,A,1,370,13,4810,0,0000/00/00,0,,SE,1st District,SON,1966/01/01,1966/01/01,
2628,WHITE OAK DR,56147,1000,56147 - 1000,GROVE ST,END,10,10.26,A,2,1373,22,30206,28,2015/05/28,24,7 - Local,SE,1st District,SON,1962/01/01,1962/01/01,
2503,VIA COLUMBARD,56215,0978,56215 - 0978,DAHLIA DR,AVENIDA SEBASTIANI,9.78,9.99,A,2,1109,40,44360,40,2015/05/28,37,7 - Local,SE,1st District,SON,1981/01/01,1981/01/01,
2405,TREEHAVEN LN,76029,1000,76029 - 1000,GREENE ST,TREEHAVEN CT,10,10.11,A,2,581,22,12782,51,2015/04/09,48,7 - Local,SE,1st District,SON,1990/01/01,1990/01/01,
